0.757,-0.567,0.757,-0.469,-0.428,-0.522,-0.571
0.76,-0.539,0.757,0.63,-0.079,0.77,0.053
0.774,-0.587,0.641,-0.541,-0.249,-0.744,-0.305
0.708,-0.715,0.678,-0.524,-0.482,-0.483,-0.512
0.447,-0.519,0.636,-0.427,-0.498,-0.582,-0.482
0.595,-0.46,0.854,-0.348,-0.445,-0.649,-0.511
0.45,-0.492,0.637,-0.393,-0.498,-0.603,-0.486
0.714,-0.46,0.857,-0.088,-0.525,-0.585,-0.613
0.754,-0.415,0.851,0.012,-0.572,-0.373,-0.732
0.618,-0.516,0.591,-0.646,-0.438,-0.483,-0.399
